Principal Component 1,Principal Component 2,Principal Component 3,Principal Component 4
-2.054613097811681,1.7006159351877708,-0.15327448450240333,0.539977720444357
-2.144437770465195,1.7890553896966945,-0.14602788373446415,0.5686563770015418
-2.1927956238866164,1.7928798013488465,-0.14239452613353493,0.5772020278103108
-2.3780766800377253,1.8257523086964456,-0.13982693195419374,0.6105972625320796
-2.1235691165587594,1.2502537420203603,-0.14671204882270336,0.4712171947568124
-2.222084761116427,1.2718213498518727,-0.13908988912468004,0.4883328496276164
-2.330304700292824,1.3379963531694024,-0.1390422998000782,0.5312171391817186
-2.3441139366727235,1.2637086302142084,-0.13812592688659675,0.5156292949606458
-2.3921118722170522,1.3246572324350592,-0.13396460851725478,0.5293890635292968
-2.4315326163550313,1.5395401254943295,-0.1292946092019769,0.5622213902996904
-2.3663247013292055,1.2668512429578291,-0.13542584231378696,0.5012407778998652
-2.6089665018023522,1.1527570209074016,-0.13243158333359065,0.5081071013690959
-2.5660666491539073,0.801771823832283,-0.12969393655164504,0.43742580975928663
-2.6316142928779738,0.6474572395698216,-0.13254792834575768,0.4090002175758432
-2.626875864821755,0.49176844391523267,-0.12967829638629064,0.37442423244193374
-2.371239656256277,0.5758130745935797,-0.1548832296209244,0.3941081580841476
-2.2732480027431685,0.38874099358541797,-0.15491076708261875,0.3339394725491485
-2.311389241956038,0.2577873976025734,-0.15582833838990715,0.3015003953601217
-2.261206580407078,-0.025857889776972523,-0.1491015247129678,0.23734531676360718
-2.2306259999604987,-0.0271913207635318,-0.1505740050726115,0.21728112139192776
-2.166287116275601,-0.09007799686041817,-0.14753149204299695,0.1858511097158941
-2.0912333164314627,-0.15135254661774925,-0.14156942148164114,0.15748695032575102
-2.1976110016746517,-0.2298187546904483,-0.14516519345157144,0.15299897338412918
-2.093595110579785,0.17633668970997804,-0.16000759402312717,0.30133124886820023
-2.2310928638606153,0.27666806422686396,-0.1491292423061318,0.33971042627097575
-2.2399645360567484,0.26125270100661924,-0.1524082922492265,0.33665887530324873
-2.3405041248695024,0.3480800291759879,-0.14808124901302855,0.36227167957454304
-2.289767098148755,0.31940146037837774,-0.15224899398986283,0.35313139115317893
-2.4255751397572176,0.37009254201769465,-0.14626088760304257,0.39244945493455136
-2.4145132378419385,0.5181755566847159,-0.1461092578051446,0.41265252991984996
-2.5454798748105323,0.6421733718375234,-0.1357789812904813,0.4574049445023904
-2.714462291440464,0.7165716745183303,-0.1375350542192165,0.489182443042314
-2.6932492124039427,0.5342335633634814,-0.13969194510079008,0.4471656650359193
-2.740887230071178,0.6523063561530306,-0.1350026659630354,0.46613955136445223
-2.833305348970222,0.4635798633461834,-0.1399679732085238,0.4411185052558337
-2.7769644211071727,0.23582352379262753,-0.13761308400458527,0.3900456510187281
-2.8413968999105186,0.05952264664714752,-0.14082091364298965,0.36044083554519724
-2.9532177083459596,0.06632652333644311,-0.13593859655653678,0.3716349669504038
-3.0193142173267944,0.05603883592440626,-0.13450587423565372,0.3713891217957053
-2.7977550844683567,0.061942680076668685,-0.131857997985076,0.33703195303608036
-2.4324933381482916,0.3329661714402328,-0.1527723367761805,0.3728012624946649
-2.3757071405779016,0.50758690083281,-0.1486625940911523,0.39721206407851867
-2.3319269334631527,0.5020143200144076,-0.14757256806709268,0.3813442377762857
-2.218250942772945,0.30485181300300435,-0.14539465029312165,0.3265024380942891
-2.2235885249560976,0.3654954999121706,-0.14414693266157144,0.32826199767880815
-2.0938379050844698,0.304829002871511,-0.14253553530096683,0.29592296112065125
-2.1926830895925074,0.3151053867127228,-0.14614898044150093,0.3041385545840686
-2.2403211072597427,0.433178179502272,-0.14145970130374624,0.3231124409126014
-2.320868322965794,0.38428008725263896,-0.13170533967999712,0.3218102392298978
-2.371710879297154,0.30669721742241274,-0.14253034623643016,0.29792996693819046
-2.4508180713659784,0.14312687124998413,-0.14106709752995875,0.27574159108387897
-2.461293484438454,-0.25279481567989415,-0.1457431151946627,0.19834695301385089
-2.5413000743764425,-0.38328375847177215,-0.14662159923472226,0.16245201205545504
-2.716403133734429,-0.46858617902938804,-0.14424342144226698,0.15213547017998522
-2.7963041902623096,-0.5364429620203179,-0.13753686160175935,0.13361338677620047
-2.6274714394593226,0.21717205345613025,-0.15471705030462657,0.39099155633279187
-2.913322454750918,0.20378036474092318,-0.15193018412434295,0.42239013265643904
-2.9779742512616716,0.09553905078239136,-0.15443111011459443,0.3985697193021192
-2.9419928638412243,0.13965796189685756,-0.16109376273225404,0.4101713288260696
-3.0237841655839524,0.15597893644644803,-0.16250496594086888,0.4260235482161327
-3.0315359840265126,0.13529590771948535,-0.16178038912211218,0.41910437993030475
-3.1322866472584736,0.18411747394073433,-0.15780801834164845,0.44126687540929715
-2.9842509793074274,0.02273536208733201,-0.16834782567711698,0.36439003916916485
-3.0662063542176226,-0.06932394597102813,-0.1616364458809901,0.3424033456549149
-3.0466526127262403,-0.11255951884302148,-0.16220302784983323,0.3114094407808789
-3.024140466150528,-0.14795534265183427,-0.15607523242162144,0.29489831709337905
-2.8318508965093305,-0.3012190100890602,-0.1584735851879375,0.2155059189539941
-2.731009925777346,-0.4202995493236209,-0.1539727484231139,0.15899347393441945
-2.720862303111452,-0.6279367226341226,-0.15086222839255517,0.1033199378262254
-2.784899801077624,-0.6409325364293167,-0.1524845690738483,0.08820260559551837
-2.7636820332082492,-0.8065520202078649,-0.15028399534927878,0.043497433561110174
-2.838899906219854,-0.8536577530584847,-0.1481234829058929,0.034022680046940104
-2.9516551792840358,-0.8763240669433372,-0.1392327191019694,0.03788458402358054
-3.0447981710994783,-0.8964778308931806,-0.14661616415219797,0.031218638475887
-3.105877263981318,-0.9016338956251945,-0.14154412743643618,0.0305840874317161
-3.2395207573655145,-0.8346480593949751,-0.13843374782392498,0.05675581853323082
-3.3892388837306267,-0.8605289543086112,-0.12734914014534723,0.07607248966936603
-2.8530347421928823,0.14456297320027747,-0.16391690680304516,0.4048974152924539
-2.9360420610325773,0.22421526586201593,-0.1533864361363921,0.43316301270690055
-2.890361067826253,0.20700815411416412,-0.15683198298677337,0.42168438157556626
-2.8755071407751562,0.3464875759938666,-0.15722200178371518,0.4436412135933427
-3.0943961739998334,0.29999459958933944,-0.15221485570300886,0.4679290543898564
-2.8810589959045134,0.10511115844180333,-0.16872057954149758,0.3911064328994635
-2.9681796365421937,0.07601049476549228,-0.16994564122244935,0.3994835009625329
-2.9449827171723766,0.0486821793124894,-0.16381945244611062,0.38412724731185477
-2.9179315341064282,-0.0556209532540683,-0.1728689434269562,0.34091584420145554
-3.062601866445822,-0.030537258909283084,-0.1688526654236444,0.35615786580061365
-3.00529141099395,-0.12264253510710335,-0.16944869474847793,0.32169060447501635
-2.983358496203243,-0.19073226512455496,-0.17054966409322608,0.29010206198838545
-2.924817960955341,-0.2523836984787329,-0.16260726582219798,0.25080394371282455
-2.8818865998021628,-0.37440407026089595,-0.15339305014152357,0.19594233446945666
-2.909845157188553,-0.5631846879457667,-0.1427348655768546,0.13275078981363814
-3.005206540553776,-0.715921259570991,-0.14199090766672223,0.08478132125116625
-3.0182406966395465,-0.8524004471836863,-0.13260293385982652,0.035998397526333006
-3.1695675972437183,-1.0195958346394431,-0.1316852178234728,-0.005892385517604365
-3.240926521525835,-1.083328478400429,-0.1329352128784279,-0.030262979361048718
-3.3860951596154125,-1.151005639203307,-0.1289817136623749,-0.04342383488711668
-3.381720203891635,-1.241034672915226,-0.12122100176129035,-0.07666762089740872
-3.458197396448992,-1.2685539141271054,-0.11452247518014805,-0.08941535411708491
-3.5903152475287903,-1.4032179322092944,-0.11558746554577032,-0.11579135269974676
-3.587994610187327,-1.5174494909886431,-0.10782193368906655,-0.15249974882050393
-3.684475851105619,-1.6212891182802616,-0.10367389488808543,-0.18095389690641472
-3.771075788317165,-1.7943318350356017,-0.10418568786886863,-0.22490857486929705
-3.755195602630943,-1.8993076319049835,-0.10073739651274886,-0.2678541873191862
-3.8462723377724117,-2.0718142642288147,-0.10070593424681927,-0.31471749235136787
-3.887621681503241,-2.144751733839401,-0.08949562758016483,-0.33652130180175477
-3.8575018635110094,-2.2491228878193064,-0.09472364798264533,-0.3818608665159408
-3.954667877223405,-2.3610300234667343,-0.09057400252979117,-0.4114698846386731
-3.948488291152455,-2.4918884931564493,-0.08621897817142839,-0.46307412108870466
-3.9769324852054013,-2.474175463807592,-0.08262424177092954,-0.4803082573940897
-4.011109242278676,-2.559123810899855,-0.07936727669599172,-0.5102703173577797
-3.975430319698281,-2.615392568145416,-0.07003445667505553,-0.5440486769450265
-3.955551723289888,-2.7076848232302977,-0.07113060606418446,-0.5791018295421226
-3.8936975501139193,-2.7647202231557855,-0.06773104188653198,-0.6116623580017121
-3.738726062817892,-2.9616040348141923,-0.06410604694046339,-0.6835025007694977
-3.6124780206550144,-2.9129940355181954,-0.067952555908475,-0.7204806686719194
-3.5064132482376826,-3.0056558175009145,-0.06381519689918155,-0.7712431167606513
-3.565362852055842,-3.1443272792505015,-0.07008612279912749,-0.809945069126082
-3.547433040619655,-3.1981898996018656,-0.06359240835206997,-0.8310899742790323
-2.2785220080067505,0.2123116933071857,-0.1680084600684628,0.32738175140268094
-2.3047478143094127,0.4062368091583121,-0.1651334189756248,0.3670988412705345
-2.381921717952534,0.547205453032041,-0.16585301301438682,0.3968582076089901
-2.3227516582499654,0.7136906526554605,-0.1579201930991205,0.4179859775522355
-2.4567117670624676,0.7672971247903888,-0.14793411451751054,0.4546299486237578
-2.3940941035546714,0.5250859162781156,-0.1464779250564497,0.406441368202686
-2.4380184652944528,0.5282586958522395,-0.14338377478704464,0.41785699150932537
-2.4268380940485166,0.6059978937345534,-0.1397589202590236,0.4278621159512486
-2.37634977339888,2.0653748853438962,-0.14541469020171835,0.6407585987460711
-2.425477403115294,1.4163391728921018,-0.14600186699982146,0.551784899404266
-2.481903686608087,1.3424719128951115,-0.14217594126373684,0.5482359187387543
-2.437798624576326,1.2878426498638207,-0.14161548265996302,0.5283088447134612
-2.5527488123930118,1.0721607783290024,-0.14136247096968607,0.5020599155420832
-2.331415631534506,0.6076279903481836,-0.1411763518483509,0.386434688842288
-2.5797899950279795,0.3908723918566363,-0.13851986419371567,0.38057308865321365
-2.4557816679712405,0.5372762798198458,-0.1355582113800298,0.3826255617039144
-2.4236122242290437,0.4840183023579585,-0.13774080869157257,0.35908670428666745
-2.220941971011324,0.3479861887205754,-0.14540496571814787,0.29219619421226006
-2.0822893048163347,0.3921973003054469,-0.14381445483189323,0.27487046813278576
-1.9245881040095945,0.19414626731767887,-0.1489108157056032,0.21302659356831413
-1.874680000908489,0.11137111009309196,-0.15630048538979988,0.18263152895607457
-1.8404562425834738,0.1259449365255232,-0.15108019500426173,0.17820498480775307
-1.7642569036913873,0.13214633929046005,-0.1487718987046423,0.16062336163847793
-1.727588594035411,0.3979059839556337,-0.1661128465741458,0.28055439819237127
-1.8341552304577713,0.564220142128946,-0.15748623600796763,0.32510798919783657
-1.7713665926530617,0.5366549327776063,-0.15809511854778574,0.29987968816681315
-1.9460310127967355,0.27160410701920557,-0.16453845570433637,0.26234663889446097
-2.1127524662200674,0.046520148225991265,-0.15259787520723223,0.23309176310843963
-2.333901125494324,-0.09541797852877205,-0.15165957593895155,0.23172812863243572
-2.3839898435954763,0.1278751247224385,-0.16121632134532957,0.33082309232583973
-2.5032376117569703,0.021310011644994475,-0.16354670251310588,0.3153911045636979
-2.6563141612058003,0.10710541431229365,-0.1621041774566089,0.3345208473511617
-2.641930385673245,0.2409976949267136,-0.1527415425505735,0.3835222075578394
-2.802569809984455,0.14858826027481511,-0.14798140790602815,0.3779866204293086
-2.9174896236739127,0.022368634145283395,-0.1510283326331958,0.3636994507688861
-2.8910176799919616,-0.027369846976136425,-0.15249117308160107,0.33670603517627623
-2.8422764394951616,0.052755739619602435,-0.15754630968272484,0.37586259831106955
-2.953737326254014,0.07305452805070838,-0.1595437394805593,0.3766231443176979
-2.9376074525326517,0.033110692226552975,-0.15269458053733698,0.3555025924180134
-2.9625186909501235,-0.012619808182848163,-0.15434958187836664,0.3392216438093886
-3.0395365016765523,-0.045806756506259184,-0.1518336249388159,0.3297712435484843
-3.0261457153321136,-0.16164990458054326,-0.15238574704080135,0.2883835083430527
-2.9677154061266684,-0.25902284628508176,-0.1489781496037835,0.25004862969935443
-2.9394002184816106,-0.3225645642871907,-0.15080048246354222,0.22306951542490808
-2.607466309379804,0.19990766999799348,-0.1676507290956193,0.375002105698829
-2.461957671955566,0.21872854000589803,-0.16713786083198245,0.3599903690760593
-2.504363640849757,0.2135254860853329,-0.1712813432063452,0.359831838265462
-2.4599033497737564,0.19930178624644,-0.17455038844030177,0.34780727602806427
-2.4404001753879507,0.48011252302631136,-0.15595206220149027,0.40469140162491973
-2.4731137917545674,0.6504867458880356,-0.15253299382150878,0.4380739088844379
-2.525401064355503,0.7144867814311925,-0.1520166444141072,0.45341590795081216
-2.486892657806734,0.7092905471650166,-0.14750884967277186,0.45009552733278085
-2.5239646027726153,0.809857037673542,-0.14007330131595444,0.47037145697962407
-2.6631532021033193,0.8203261251803279,-0.13408120958495742,0.503953825148317
-2.702850453948319,0.7579308592777165,-0.1349311821493678,0.4964530149740511
-2.6697269791638027,1.1832925699512398,-0.13465767689872965,0.5553757401052254
-2.7447694558825635,1.7997819424049009,-0.13309362207654685,0.6681039655267363
-2.6778171998107108,2.0327831373336815,-0.13659302305018195,0.692464960108305
-2.6497718893796454,2.274088734516609,-0.1333589593595333,0.7278528721070407
-2.5837303619013254,2.0722150677833864,-0.1319108031578378,0.6854386418700775
-2.432731251703736,1.6358515949987629,-0.13439401682833677,0.5942612507357928
-2.512114951479581,1.1950030898644528,-0.13845074000155355,0.5317397379368218
-2.5881885715822035,0.9251838494970895,-0.13422354890541563,0.49814983499578175
-2.60415766355402,0.8076907205004057,-0.13347969226418205,0.4773722262680928
-2.477115760731583,0.8042164354417922,-0.1351618047135298,0.45237546907360454
-2.4663787137333153,1.0013561323217022,-0.13448060749534602,0.47663779178196336
-2.2614818294771104,0.9354707800515204,-0.14392603593346928,0.4574637969692818
-2.1465702552763584,1.1241264524892314,-0.14722524275511462,0.46533797438275687
-1.9642697388481039,0.931515904364986,-0.1468411463652531,0.4119111912104438
-1.9217149226965315,0.912208108079242,-0.14993208333091199,0.39818582783016104
-1.8634407064077787,0.9889907585718435,-0.1497600368722069,0.39906071578582253
-1.8225802945609233,1.046233906614256,-0.14491048546113372,0.4027325632134167
-1.9092834789925388,1.1200554182847715,-0.14237595918406007,0.43634634604756345
-2.0829537717710953,1.2006133222758557,-0.13653574166911653,0.4774126118843462
-2.1112739965783662,1.5469761502723658,-0.13607562507727247,0.5331750622394811
-2.1329257110297033,1.8654333878011116,-0.13250492689939306,0.5867606444842978
-2.1647001739347256,2.081996428613285,-0.12873684063073904,0.6247869851443687
-2.2802497827152686,2.203499927100091,-0.12725532957591207,0.6676527239972464
-2.3292924051312998,2.155627551569544,-0.13102807297580985,0.6593958016107335
-2.4298623642717856,2.109363355506738,-0.1308088009748674,0.6573991432126118
-2.3367544316169293,1.9797069678481054,-0.13189059176603748,0.6391440201189033
-2.3113493094452036,1.6692492172618227,-0.13164142601742493,0.5845851463071217
-2.389837165807233,1.3181032612583303,-0.1279373757340805,0.5423165154957343
-2.40443671219084,1.2167451489732668,-0.12719673239659307,0.5238486468416889
-2.2740013157256116,1.120516881461529,-0.13299464934056165,0.47701677716189356
-2.292194103246344,1.5854925335509122,-0.12837445623334906,0.5456500750737611
-2.2927733350313493,1.5527986273422738,-0.13560322100630895,0.5305726562746299
-2.245659312208169,1.3128506402029634,-0.12529017025503458,0.48419344244036217
